#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
1249000      7.45e-01      9.05e-04      4.82e-02    2.4e-04
1250000      8.91e-01      6.02e-03      5.76e-02    2.4e-04
1251000      8.80e-01      7.14e-03      5.68e-02    2.4e-04
1252000      7.87e-01      6.70e-04      5.10e-02    2.4e-04
1253000      8.26e-01      2.67e-03      5.35e-02    2.4e-04
1254000      8.33e-01      1.72e-03      5.40e-02    2.4e-04
1255000      8.17e-01      2.29e-03      5.31e-02    2.4e-04
1256000      9.23e-01      9.57e-03      5.96e-02    2.4e-04
1257000      8.28e-01      2.95e-03      5.38e-02    2.4e-04
1258000      8.10e-01      9.89e-03      5.21e-02    2.4e-04
1259000      9.16e-01      4.43e-03      5.95e-02    2.4e-04
1260000      7.90e-01      1.05e-04      5.15e-02    2.3e-04
1261000      9.31e-01      9.22e-03      6.03e-02    2.3e-04
1262000      8.90e-01      7.86e-04      5.80e-02    2.3e-04
1263000      1.02e+00      3.69e-03      6.62e-02    2.3e-04
1264000      8.81e-01      1.28e-02      5.66e-02    2.3e-04
1265000      8.22e-01      3.82e-03      5.37e-02    2.3e-04
1266000      8.41e-01      1.08e-03      5.50e-02    2.3e-04
1267000      8.21e-01      3.43e-03      5.36e-02    2.3e-04
1268000      8.32e-01      1.85e-03      5.44e-02    2.3e-04
1269000      8.23e-01      4.83e-03      5.37e-02    2.3e-04
1270000      8.87e-01      1.39e-03      5.82e-02    2.3e-04
1271000      1.13e+00      3.86e-03      7.40e-02    2.3e-04
1272000      8.39e-01      8.90e-03      5.46e-02    2.3e-04
1273000      8.41e-01      5.94e-03      5.50e-02    2.3e-04
1274000      9.08e-01      4.47e-03      5.95e-02    2.3e-04
1275000      8.87e-01      2.60e-03      5.83e-02    2.3e-04
1276000      8.55e-01      8.51e-03      5.59e-02    2.3e-04
1277000      7.76e-01      6.18e-03      5.08e-02    2.3e-04
1278000      1.41e+00      3.70e-03      9.24e-02    2.3e-04
1279000      8.35e-01      1.92e-03      5.49e-02    2.3e-04
1280000      8.09e-01      5.85e-03      5.32e-02    2.3e-04
1281000      8.22e-01      8.51e-03      5.38e-02    2.3e-04
1282000      8.11e-01      4.74e-03      5.34e-02    2.3e-04
1283000      8.32e-01      7.50e-03      5.46e-02    2.3e-04
1284000      8.91e-01      1.43e-03      5.88e-02    2.3e-04
1285000      8.19e-01      2.71e-03      5.42e-02    2.3e-04
1286000      9.50e-01      3.71e-03      6.28e-02    2.3e-04
1287000      7.92e-01      4.50e-03      5.23e-02    2.3e-04
1288000      9.58e-01      7.66e-04      6.34e-02    2.3e-04
1289000      8.64e-01      2.17e-03      5.71e-02    2.3e-04
1290000      8.42e-01      1.88e-03      5.58e-02    2.3e-04
1291000      7.92e-01      7.02e-03      5.22e-02    2.3e-04
1292000      9.04e-01      3.91e-03      5.99e-02    2.3e-04
1293000      8.97e-01      6.14e-03      5.93e-02    2.3e-04
1294000      8.49e-01      5.26e-03      5.61e-02    2.3e-04
1295000      9.58e-01      1.01e-02      6.33e-02    2.3e-04
1296000      7.96e-01      3.48e-03      5.29e-02    2.3e-04
1297000      8.27e-01      6.08e-03      5.48e-02    2.3e-04
1298000      7.57e-01      1.04e-02      4.97e-02    2.3e-04
1299000      8.40e-01      3.98e-03      5.58e-02    2.3e-04
1300000      8.13e-01      1.19e-02      5.34e-02    2.2e-04
1301000      8.44e-01      1.02e-02      5.57e-02    2.2e-04
1302000      9.05e-01      1.27e-03      6.04e-02    2.2e-04
1303000      9.32e-01      1.79e-03      6.22e-02    2.2e-04
1304000      8.06e-01      1.11e-03      5.38e-02    2.2e-04
1305000      8.60e-01      9.10e-04      5.75e-02    2.2e-04
1306000      1.26e+00      1.09e-02      8.36e-02    2.2e-04
1307000      8.30e-01      3.13e-03      5.55e-02    2.2e-04
1308000      9.07e-01      2.84e-04      6.07e-02    2.2e-04
1309000      9.88e-01      9.33e-03      6.57e-02    2.2e-04
1310000      7.90e-01      8.80e-03      5.26e-02    2.2e-04
1311000      9.93e-01      2.38e-03      6.66e-02    2.2e-04
1312000      8.22e-01      3.98e-03      5.51e-02    2.2e-04
1313000      8.40e-01      3.53e-03      5.63e-02    2.2e-04
1314000      7.98e-01      1.19e-02      5.27e-02    2.2e-04
1315000      9.36e-01      2.59e-03      6.30e-02    2.2e-04
1316000      8.33e-01      8.88e-04      5.61e-02    2.2e-04
1317000      8.13e-01      4.02e-03      5.46e-02    2.2e-04
1318000      1.01e+00      5.94e-03      6.78e-02    2.2e-04
1319000      8.34e-01      3.81e-03      5.60e-02    2.2e-04
1320000      9.75e-01      9.23e-03      6.54e-02    2.2e-04
1321000      8.61e-01      5.77e-03      5.80e-02    2.2e-04
1322000      8.96e-01      7.68e-04      6.04e-02    2.2e-04
1323000      8.90e-01      5.71e-03      5.99e-02    2.2e-04
1324000      8.07e-01      5.37e-03      5.43e-02    2.2e-04
1325000      7.96e-01      4.67e-03      5.37e-02    2.2e-04
1326000      8.82e-01      1.02e-02      5.92e-02    2.2e-04
1327000      8.27e-01      2.10e-03      5.59e-02    2.2e-04
1328000      8.51e-01      8.54e-03      5.72e-02    2.2e-04
1329000      8.06e-01      2.94e-03      5.45e-02    2.2e-04
1330000      9.29e-01      1.01e-02      6.25e-02    2.2e-04
1331000      8.06e-01      1.18e-02      5.39e-02    2.2e-04
1332000      8.86e-01      2.53e-03      6.01e-02    2.2e-04
1333000      8.20e-01      5.03e-03      5.55e-02    2.2e-04
1334000      9.80e-01      4.00e-03      6.64e-02    2.2e-04
1335000      7.79e-01      2.39e-03      5.30e-02    2.2e-04
1336000      9.59e-01      5.96e-03      6.51e-02    2.2e-04
1337000      7.59e-01      5.08e-03      5.15e-02    2.2e-04
1338000      9.72e-01      6.55e-04      6.61e-02    2.2e-04
1339000      9.42e-01      2.00e-03      6.41e-02    2.2e-04
1340000      7.71e-01      4.85e-03      5.25e-02    2.1e-04
1341000      1.00e+00      6.75e-03      6.82e-02    2.1e-04
1342000      7.04e-01      9.97e-03      4.74e-02    2.1e-04
1343000      7.36e-01      1.11e-02      4.95e-02    2.1e-04
1344000      7.30e-01      4.59e-03      4.97e-02    2.1e-04
1345000      7.64e-01      6.89e-03      5.20e-02    2.1e-04
1346000      9.20e-01      9.53e-04      6.30e-02    2.1e-04
1347000      7.12e-01      5.82e-03      4.85e-02    2.1e-04
1348000      8.79e-01      5.28e-03      6.00e-02    2.1e-04
1349000      8.81e-01      5.15e-03      6.01e-02    2.1e-04
1350000      8.23e-01      3.50e-03      5.64e-02    2.1e-04
1351000      8.14e-01      2.36e-03      5.58e-02    2.1e-04
1352000      9.80e-01      4.04e-04      6.73e-02    2.1e-04
1353000      9.14e-01      2.81e-03      6.27e-02    2.1e-04
1354000      8.83e-01      5.83e-03      6.05e-02    2.1e-04
1355000      8.68e-01      4.82e-03      5.96e-02    2.1e-04
1356000      7.68e-01      4.78e-03      5.28e-02    2.1e-04
1357000      8.74e-01      6.56e-03      5.99e-02    2.1e-04
1358000      7.96e-01      4.17e-03      5.47e-02    2.1e-04
1359000      7.74e-01      1.20e-02      5.24e-02    2.1e-04
1360000      8.33e-01      1.91e-03      5.75e-02    2.1e-04
1361000      7.82e-01      1.16e-03      5.40e-02    2.1e-04
1362000      7.88e-01      1.03e-02      5.38e-02    2.1e-04
1363000      7.76e-01      6.10e-03      5.34e-02    2.1e-04
1364000      9.20e-01      2.54e-03      6.35e-02    2.1e-04
1365000      8.76e-01      2.88e-03      6.06e-02    2.1e-04
1366000      7.61e-01      7.26e-03      5.24e-02    2.1e-04
1367000      8.22e-01      5.07e-03      5.68e-02    2.1e-04
1368000      7.64e-01      2.31e-03      5.28e-02    2.1e-04
1369000      8.50e-01      1.03e-02      5.83e-02    2.1e-04
1370000      7.97e-01      4.61e-03      5.52e-02    2.1e-04
1371000      1.21e+00      5.10e-04      8.42e-02    2.1e-04
1372000      7.82e-01      3.59e-03      5.42e-02    2.1e-04
1373000      8.21e-01      5.10e-03      5.69e-02    2.1e-04
1374000      7.88e-01      6.17e-03      5.45e-02    2.1e-04
1375000      8.85e-01      4.70e-03      6.15e-02    2.1e-04
1376000      8.14e-01      1.23e-02      5.58e-02    2.1e-04
1377000      7.13e-01      1.10e-03      4.96e-02    2.1e-04
1378000      8.26e-01      2.99e-03      5.75e-02    2.1e-04
1379000      8.04e-01      1.50e-03      5.60e-02    2.1e-04
1380000      7.47e-01      4.59e-03      5.20e-02    2.0e-04
1381000      8.58e-01      2.99e-03      5.99e-02    2.0e-04
1382000      7.59e-01      3.73e-03      5.29e-02    2.0e-04
1383000      8.23e-01      3.36e-04      5.75e-02    2.0e-04
1384000      8.47e-01      9.98e-03      5.86e-02    2.0e-04
1385000      7.72e-01      1.06e-02      5.33e-02    2.0e-04
1386000      8.50e-01      5.68e-03      5.93e-02    2.0e-04
1387000      1.03e+00      4.27e-03      7.19e-02    2.0e-04
1388000      8.30e-01      1.07e-02      5.75e-02    2.0e-04
1389000      7.97e-01      6.26e-04      5.59e-02    2.0e-04
1390000      9.63e-01      7.96e-03      6.74e-02    2.0e-04
1391000      8.34e-01      2.99e-04      5.86e-02    2.0e-04
1392000      9.39e-01      6.10e-03      6.58e-02    2.0e-04
1393000      8.29e-01      2.09e-03      5.82e-02    2.0e-04
1394000      7.56e-01      1.05e-02      5.24e-02    2.0e-04
1395000      7.44e-01      2.38e-03      5.24e-02    2.0e-04
1396000      8.57e-01      4.14e-03      6.03e-02    2.0e-04
1397000      7.59e-01      1.59e-03      5.35e-02    2.0e-04
1398000      6.74e-01      6.74e-03      4.72e-02    2.0e-04
1399000      8.17e-01      2.63e-04      5.75e-02    2.0e-04
1400000      7.22e-01      7.19e-03      5.06e-02    2.0e-04
1401000      8.15e-01      8.92e-05      5.76e-02    2.0e-04
1402000      8.68e-01      5.58e-03      6.12e-02    2.0e-04
1403000      8.68e-01      2.37e-03      6.13e-02    2.0e-04
1404000      7.43e-01      4.98e-03      5.23e-02    2.0e-04
1405000      8.57e-01      7.49e-03      6.04e-02    2.0e-04
1406000      7.18e-01      1.70e-03      5.09e-02    2.0e-04
1407000      9.55e-01      9.63e-03      6.72e-02    2.0e-04
1408000      6.90e-01      4.62e-04      4.89e-02    2.0e-04
1409000      8.87e-01      8.58e-03      6.24e-02    2.0e-04
1410000      7.58e-01      1.63e-03      5.38e-02    2.0e-04
1411000      8.89e-01      6.50e-03      6.29e-02    2.0e-04
1412000      7.21e-01      4.81e-04      5.12e-02    2.0e-04
1413000      9.24e-01      1.25e-02      6.48e-02    2.0e-04
1414000      8.84e-01      3.84e-03      6.27e-02    2.0e-04
1415000      7.92e-01      8.95e-04      5.64e-02    2.0e-04
1416000      8.70e-01      6.45e-03      6.18e-02    2.0e-04
1417000      8.16e-01      1.54e-03      5.81e-02    2.0e-04
1418000      7.68e-01      1.06e-03      5.47e-02    2.0e-04
1419000      9.15e-01      4.79e-03      6.51e-02    2.0e-04
1420000      7.11e-01      4.55e-03      5.07e-02    1.9e-04
1421000      8.31e-01      4.62e-04      5.94e-02    1.9e-04
1422000      1.13e+00      9.55e-03      8.05e-02    1.9e-04
1423000      7.17e-01      3.80e-03      5.11e-02    1.9e-04
1424000      6.84e-01      1.06e-02      4.80e-02    1.9e-04
1425000      7.47e-01      8.30e-03      5.31e-02    1.9e-04
1426000      8.06e-01      6.30e-03      5.75e-02    1.9e-04
1427000      9.05e-01      3.44e-03      6.48e-02    1.9e-04
1428000      6.88e-01      9.49e-03      4.87e-02    1.9e-04
1429000      8.10e-01      1.92e-03      5.80e-02    1.9e-04
1430000      8.48e-01      2.21e-03      6.09e-02    1.9e-04
1431000      7.56e-01      8.27e-03      5.39e-02    1.9e-04
1432000      7.79e-01      6.31e-03      5.57e-02    1.9e-04
1433000      7.76e-01      9.71e-04      5.58e-02    1.9e-04
1434000      8.50e-01      5.52e-03      6.09e-02    1.9e-04
1435000      8.19e-01      6.59e-04      5.90e-02    1.9e-04
1436000      8.32e-01      2.04e-03      6.00e-02    1.9e-04
1437000      7.98e-01      6.62e-03      5.73e-02    1.9e-04
1438000      9.94e-01      3.03e-03      7.16e-02    1.9e-04
1439000      8.89e-01      3.06e-03      6.40e-02    1.9e-04
1440000      6.79e-01      8.98e-04      4.91e-02    1.9e-04
1441000      8.69e-01      1.09e-03      6.28e-02    1.9e-04
1442000      7.87e-01      3.55e-03      5.68e-02    1.9e-04
1443000      8.35e-01      3.49e-03      6.03e-02    1.9e-04
1444000      7.92e-01      6.24e-03      5.70e-02    1.9e-04
1445000      8.08e-01      9.12e-03      5.80e-02    1.9e-04
1446000      7.97e-01      5.10e-03      5.76e-02    1.9e-04
1447000      8.17e-01      8.77e-03      5.88e-02    1.9e-04
1448000      7.58e-01      1.04e-02      5.42e-02    1.9e-04
1449000      7.77e-01      4.44e-03      5.62e-02    1.9e-04
1450000      7.72e-01      6.24e-03      5.59e-02    1.9e-04
1451000      9.52e-01      8.27e-03      6.88e-02    1.9e-04
1452000      8.67e-01      2.38e-03      6.30e-02    1.9e-04
1453000      1.09e+00      2.99e-03      7.94e-02    1.9e-04
1454000      8.36e-01      5.55e-04      6.08e-02    1.9e-04
1455000      7.91e-01      6.47e-03      5.74e-02    1.9e-04
1456000      7.46e-01      2.62e-03      5.43e-02    1.9e-04
1457000      8.03e-01      8.91e-03      5.80e-02    1.9e-04
1458000      7.30e-01      1.33e-03      5.32e-02    1.9e-04
1459000      7.49e-01      4.15e-03      5.45e-02    1.9e-04
1460000      7.63e-01      7.86e-03      5.54e-02    1.9e-04
1461000      9.18e-01      7.10e-03      6.69e-02    1.9e-04
1462000      7.22e-01      6.55e-04      5.28e-02    1.9e-04
1463000      6.36e-01      5.93e-03      4.62e-02    1.9e-04
1464000      6.94e-01      1.07e-03      5.08e-02    1.9e-04
1465000      7.25e-01      1.04e-03      5.31e-02    1.9e-04
1466000      6.86e-01      5.86e-03      5.01e-02    1.9e-04
1467000      7.15e-01      3.30e-03      5.24e-02    1.9e-04
1468000      7.99e-01      1.24e-03      5.85e-02    1.9e-04
1469000      9.64e-01      4.73e-03      7.06e-02    1.9e-04
1470000      7.80e-01      3.62e-03      5.73e-02    1.8e-04
1471000      7.22e-01      3.75e-03      5.30e-02    1.8e-04
1472000      6.86e-01      4.14e-03      5.03e-02    1.8e-04
1473000      7.56e-01      7.73e-03      5.52e-02    1.8e-04
1474000      7.44e-01      6.64e-03      5.44e-02    1.8e-04
1475000      8.55e-01      5.70e-03      6.28e-02    1.8e-04
1476000      7.01e-01      4.48e-03      5.16e-02    1.8e-04
1477000      7.84e-01      9.44e-03      5.72e-02    1.8e-04
1478000      7.36e-01      3.66e-03      5.42e-02    1.8e-04
1479000      8.07e-01      1.77e-04      5.95e-02    1.8e-04
1480000      8.52e-01      1.31e-03      6.30e-02    1.8e-04
1481000      8.05e-01      1.17e-03      5.95e-02    1.8e-04
1482000      7.70e-01      1.13e-02      5.61e-02    1.8e-04
1483000      8.40e-01      8.18e-03      6.17e-02    1.8e-04
1484000      7.21e-01      4.59e-03      5.32e-02    1.8e-04
1485000      7.64e-01      1.79e-02      5.44e-02    1.8e-04
1486000      6.96e-01      4.34e-03      5.15e-02    1.8e-04
1487000      8.90e-01      1.85e-03      6.60e-02    1.8e-04
1488000      9.37e-01      1.22e-02      6.87e-02    1.8e-04
1489000      7.68e-01      1.12e-02      5.61e-02    1.8e-04
1490000      7.38e-01      1.04e-03      5.49e-02    1.8e-04
1491000      7.54e-01      2.61e-03      5.60e-02    1.8e-04
1492000      7.32e-01      5.24e-03      5.42e-02    1.8e-04
1493000      7.92e-01      2.00e-03      5.89e-02    1.8e-04
1494000      6.92e-01      3.46e-03      5.14e-02    1.8e-04
1495000      7.77e-01      1.72e-03      5.79e-02    1.8e-04
1496000      7.08e-01      8.46e-03      5.23e-02    1.8e-04
1497000      8.67e-01      8.35e-03      6.43e-02    1.8e-04
1498000      8.47e-01      6.51e-03      6.29e-02    1.8e-04
1499000      7.03e-01      1.92e-03      5.24e-02    1.8e-04
1500000      8.13e-01      4.99e-03      6.07e-02    1.8e-04
1501000      6.73e-01      4.44e-03      5.02e-02    1.8e-04
1502000      6.95e-01      5.92e-03      5.18e-02    1.8e-04
1503000      9.06e-01      2.80e-03      6.78e-02    1.8e-04
1504000      7.90e-01      1.40e-03      5.91e-02    1.8e-04
1505000      6.96e-01      6.17e-03      5.19e-02    1.8e-04
1506000      8.24e-01      4.48e-03      6.17e-02    1.8e-04
1507000      7.45e-01      1.27e-03      5.59e-02    1.8e-04
1508000      6.94e-01      1.78e-03      5.21e-02    1.8e-04
1509000      9.19e-01      9.59e-03      6.84e-02    1.8e-04
1510000      7.91e-01      2.05e-03      5.95e-02    1.8e-04
1511000      7.10e-01      5.30e-03      5.32e-02    1.8e-04
1512000      6.72e-01      1.00e-02      4.97e-02    1.8e-04
1513000      6.27e-01      1.35e-03      4.71e-02    1.8e-04
1514000      9.29e-01      5.49e-03      6.97e-02    1.8e-04
1515000      8.57e-01      5.54e-03      6.44e-02    1.7e-04
1516000      8.13e-01      7.02e-03      6.10e-02    1.7e-04
1517000      8.73e-01      3.70e-03      6.58e-02    1.7e-04
1518000      7.90e-01      3.25e-03      5.96e-02    1.7e-04
1519000      8.18e-01      2.65e-03      6.17e-02    1.7e-04
1520000      8.88e-01      1.89e-03      6.72e-02    1.7e-04
1521000      7.27e-01      3.35e-03      5.49e-02    1.7e-04
1522000      7.33e-01      3.70e-03      5.54e-02    1.7e-04
1523000      8.47e-01      1.91e-03      6.41e-02    1.7e-04
1524000      9.56e-01      3.97e-03      7.23e-02    1.7e-04
1525000      6.84e-01      2.47e-03      5.18e-02    1.7e-04
1526000      8.51e-01      3.34e-03      6.45e-02    1.7e-04
1527000      1.01e+00      7.94e-03      7.60e-02    1.7e-04
1528000      8.12e-01      5.00e-03      6.15e-02    1.7e-04
1529000      7.36e-01      9.42e-04      5.59e-02    1.7e-04
1530000      7.26e-01      1.71e-03      5.52e-02    1.7e-04
1531000      1.18e+00      1.58e-02      8.88e-02    1.7e-04
1532000      6.28e-01      7.09e-03      4.74e-02    1.7e-04
1533000      7.64e-01      8.54e-03      5.77e-02    1.7e-04
1534000      8.10e-01      3.73e-03      6.15e-02    1.7e-04
1535000      1.28e+00      3.19e-03      9.75e-02    1.7e-04
1536000      8.51e-01      2.18e-03      6.50e-02    1.7e-04
1537000      7.12e-01      3.93e-04      5.43e-02    1.7e-04
1538000      6.60e-01      5.21e-03      5.02e-02    1.7e-04
1539000      8.81e-01      1.06e-02      6.65e-02    1.7e-04
1540000      7.41e-01      7.02e-03      5.64e-02    1.7e-04
1541000      6.29e-01      3.44e-03      4.81e-02    1.7e-04
1542000      7.39e-01      1.00e-02      5.58e-02    1.7e-04
1543000      7.06e-01      1.07e-03      5.40e-02    1.7e-04
1544000      6.71e-01      2.68e-03      5.13e-02    1.7e-04
1545000      6.81e-01      1.17e-03      5.23e-02    1.7e-04
1546000      6.84e-01      6.00e-03      5.22e-02    1.7e-04
1547000      7.18e-01      1.34e-02      5.37e-02    1.7e-04
1548000      9.20e-01      4.57e-03      7.05e-02    1.7e-04
1549000      6.69e-01      2.38e-03      5.13e-02    1.7e-04
1550000      7.40e-01      2.34e-03      5.69e-02    1.7e-04
1551000      8.07e-01      3.40e-03      6.21e-02    1.7e-04
1552000      7.38e-01      1.12e-02      5.59e-02    1.7e-04
1553000      7.09e-01      3.60e-03      5.45e-02    1.7e-04
1554000      8.24e-01      1.17e-03      6.34e-02    1.7e-04
1555000      6.68e-01      7.56e-04      5.16e-02    1.7e-04
1556000      7.54e-01      8.36e-03      5.77e-02    1.7e-04
1557000      6.79e-01      1.38e-02      5.09e-02    1.7e-04
1558000      7.38e-01      3.59e-03      5.68e-02    1.7e-04
1559000      7.58e-01      6.61e-03      5.82e-02    1.7e-04
1560000      7.62e-01      3.78e-03      5.89e-02    1.7e-04
1561000      7.87e-01      2.04e-03      6.09e-02    1.7e-04
1562000      6.50e-01      5.43e-03      5.01e-02    1.7e-04
1563000      7.93e-01      3.03e-03      6.14e-02    1.7e-04
1564000      7.42e-01      3.43e-03      5.74e-02    1.7e-04
1565000      7.67e-01      6.30e-03      5.93e-02    1.7e-04
1566000      7.04e-01      2.57e-03      5.46e-02    1.7e-04
1567000      6.58e-01      5.15e-03      5.09e-02    1.7e-04
1568000      6.86e-01      6.05e-03      5.30e-02    1.7e-04
1569000      6.65e-01      2.50e-03      5.16e-02    1.7e-04
1570000      7.09e-01      4.17e-03      5.51e-02    1.6e-04
1571000      6.98e-01      5.20e-03      5.42e-02    1.6e-04
1572000      7.96e-01      1.61e-03      6.20e-02    1.6e-04
1573000      6.67e-01      4.31e-03      5.18e-02    1.6e-04
1574000      7.15e-01      1.10e-02      5.47e-02    1.6e-04
1575000      6.48e-01      1.27e-03      5.06e-02    1.6e-04
1576000      1.02e+00      7.94e-04      7.94e-02    1.6e-04
1577000      7.37e-01      9.87e-03      5.68e-02    1.6e-04
1578000      6.75e-01      1.69e-03      5.27e-02    1.6e-04
1579000      6.70e-01      4.32e-03      5.21e-02    1.6e-04
1580000      7.47e-01      2.68e-03      5.84e-02    1.6e-04
1581000      6.92e-01      3.81e-03      5.41e-02    1.6e-04
1582000      6.30e-01      6.40e-04      4.94e-02    1.6e-04
1583000      5.50e-01      5.21e-03      4.28e-02    1.6e-04
1584000      6.53e-01      3.41e-03      5.11e-02    1.6e-04
1585000      6.92e-01      5.04e-04      5.43e-02    1.6e-04
1586000      8.59e-01      2.81e-03      6.74e-02    1.6e-04
1587000      6.84e-01      7.57e-04      5.38e-02    1.6e-04
1588000      7.24e-01      4.78e-03      5.67e-02    1.6e-04
1589000      6.33e-01      9.66e-04      4.97e-02    1.6e-04
1590000      7.42e-01      7.20e-04      5.84e-02    1.6e-04
1591000      7.66e-01      3.23e-03      6.02e-02    1.6e-04
1592000      7.14e-01      9.84e-03      5.55e-02    1.6e-04
1593000      7.92e-01      1.03e-02      6.16e-02    1.6e-04
1594000      7.61e-01      6.31e-04      6.00e-02    1.6e-04
1595000      6.20e-01      2.85e-03      4.89e-02    1.6e-04
1596000      6.35e-01      1.62e-03      5.01e-02    1.6e-04
1597000      7.35e-01      2.62e-03      5.80e-02    1.6e-04
1598000      7.36e-01      3.35e-03      5.81e-02    1.6e-04
1599000      6.00e-01      5.72e-03      4.71e-02    1.6e-04
1600000      6.94e-01      5.99e-03      5.47e-02    1.6e-04
1601000      7.13e-01      1.71e-02      5.41e-02    1.6e-04
1602000      6.63e-01      3.46e-03      5.24e-02    1.6e-04
1603000      7.33e-01      2.55e-03      5.80e-02    1.6e-04
1604000      6.87e-01      3.18e-04      5.44e-02    1.6e-04
1605000      7.35e-01      2.31e-03      5.84e-02    1.6e-04
1606000      6.74e-01      3.68e-03      5.35e-02    1.6e-04
1607000      6.59e-01      3.20e-03      5.23e-02    1.6e-04
1608000      7.30e-01      4.01e-03      5.78e-02    1.6e-04
1609000      7.27e-01      1.08e-02      5.68e-02    1.6e-04
1610000      8.98e-01      1.29e-03      7.15e-02    1.6e-04
1611000      6.69e-01      4.53e-03      5.31e-02    1.6e-04
1612000      7.00e-01      4.33e-03      5.56e-02    1.6e-04
1613000      6.16e-01      6.54e-03      4.87e-02    1.6e-04
1614000      7.10e-01      3.04e-03      5.65e-02    1.6e-04
1615000      6.58e-01      4.71e-03      5.24e-02    1.6e-04
1616000      7.07e-01      3.71e-03      5.64e-02    1.6e-04
1617000      7.14e-01      2.14e-03      5.70e-02    1.6e-04
1618000      6.93e-01      5.48e-04      5.54e-02    1.6e-04
1619000      7.86e-01      3.82e-03      6.27e-02    1.6e-04
1620000      7.18e-01      5.79e-04      5.75e-02    1.5e-04
1621000      7.32e-01      4.29e-03      5.85e-02    1.5e-04
1622000      8.80e-01      2.79e-03      7.04e-02    1.5e-04
1623000      6.41e-01      5.26e-03      5.11e-02    1.5e-04
1624000      6.29e-01      1.01e-03      5.04e-02    1.5e-04
1625000      6.72e-01      6.48e-04      5.40e-02    1.5e-04
1626000      6.63e-01      5.80e-03      5.30e-02    1.5e-04
1627000      6.92e-01      6.00e-03      5.53e-02    1.5e-04
1628000      7.25e-01      9.83e-04      5.83e-02    1.5e-04
1629000      8.01e-01      5.39e-03      6.41e-02    1.5e-04
1630000      7.60e-01      1.51e-03      6.12e-02    1.5e-04
1631000      7.23e-01      6.09e-03      5.80e-02    1.5e-04
1632000      6.39e-01      1.42e-03      5.15e-02    1.5e-04
1633000      6.48e-01      4.13e-04      5.22e-02    1.5e-04
1634000      6.73e-01      1.75e-03      5.42e-02    1.5e-04
1635000      7.01e-01      1.40e-03      5.67e-02    1.5e-04
1636000      6.54e-01      4.09e-04      5.28e-02    1.5e-04
1637000      7.30e-01      3.49e-03      5.89e-02    1.5e-04
1638000      6.88e-01      2.71e-03      5.55e-02    1.5e-04
1639000      7.50e-01      5.35e-03      6.04e-02    1.5e-04
1640000      6.99e-01      9.67e-03      5.58e-02    1.5e-04
1641000      6.71e-01      1.23e-03      5.43e-02    1.5e-04
1642000      1.13e+00      3.23e-03      9.16e-02    1.5e-04
1643000      7.56e-01      9.68e-04      6.13e-02    1.5e-04
1644000      5.92e-01      5.43e-03      4.77e-02    1.5e-04
1645000      6.90e-01      1.04e-03      5.61e-02    1.5e-04
1646000      7.83e-01      1.63e-03      6.36e-02    1.5e-04
1647000      7.55e-01      2.63e-03      6.13e-02    1.5e-04
1648000      7.77e-01      2.01e-03      6.32e-02    1.5e-04
1649000      8.19e-01      2.93e-03      6.66e-02    1.5e-04
1650000      6.26e-01      2.21e-03      5.10e-02    1.5e-04
1651000      6.33e-01      2.96e-04      5.16e-02    1.5e-04
1652000      6.93e-01      2.13e-05      5.65e-02    1.5e-04
1653000      6.69e-01      4.10e-03      5.44e-02    1.5e-04
1654000      6.45e-01      1.96e-03      5.26e-02    1.5e-04
1655000      7.30e-01      2.12e-03      5.96e-02    1.5e-04
1656000      7.95e-01      5.11e-03      6.48e-02    1.5e-04
1657000      7.25e-01      5.94e-03      5.90e-02    1.5e-04
1658000      7.62e-01      3.73e-04      6.23e-02    1.5e-04
1659000      6.69e-01      5.86e-03      5.44e-02    1.5e-04
1660000      7.49e-01      1.99e-03      6.14e-02    1.5e-04
1661000      6.32e-01      7.65e-03      5.12e-02    1.5e-04
1662000      6.29e-01      4.22e-03      5.14e-02    1.5e-04
1663000      6.44e-01      6.12e-03      5.24e-02    1.5e-04
1664000      8.94e-01      7.87e-03      7.29e-02    1.5e-04
1665000      7.01e-01      3.27e-03      5.76e-02    1.5e-04
1666000      6.81e-01      5.97e-03      5.57e-02    1.5e-04
1667000      7.37e-01      2.82e-04      6.06e-02    1.5e-04
1668000      6.74e-01      4.02e-03      5.52e-02    1.5e-04
1669000      6.56e-01      7.91e-03      5.34e-02    1.5e-04
1670000      6.69e-01      2.09e-03      5.51e-02    1.5e-04
1671000      6.80e-01      2.51e-03      5.60e-02    1.5e-04
1672000      6.60e-01      6.34e-03      5.40e-02    1.5e-04
1673000      6.84e-01      4.92e-03      5.62e-02    1.5e-04
1674000      6.68e-01      8.15e-03      5.45e-02    1.5e-04
1675000      6.13e-01      3.68e-03      5.06e-02    1.5e-04
1676000      8.18e-01      2.60e-03      6.76e-02    1.5e-04
1677000      6.36e-01      8.83e-03      5.19e-02    1.5e-04
1678000      7.87e-01      6.11e-03      6.48e-02    1.5e-04
1679000      6.79e-01      5.96e-03      5.58e-02    1.5e-04
1680000      6.68e-01      3.85e-04      5.54e-02    1.4e-04
1681000      5.81e-01      4.76e-03      4.80e-02    1.4e-04
1682000      6.36e-01      1.73e-03      5.27e-02    1.4e-04
1683000      7.92e-01      7.87e-03      6.52e-02    1.4e-04
1684000      6.65e-01      2.74e-03      5.51e-02    1.4e-04
